"","family","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"232","Turkic","yla",2,3,"Turkish",0.00112233445566779,6,4
"233","Turkic","milletlerin",2,11,"Turkish",0.00112233445566779,5,5
"234","Turkic","ürriyetlerinin",2,14,"Turkish",0.00112233445566779,5,5
"235","Turkic","kullan",2,6,"Turkish",0.00112233445566779,3,5
"236","Turkic","ya",2,2,"Turkish",0.00112233445566779,9,5
"237","Turkic","beyannamesi",1,11,"Turkish",0.000561167227833895,10,5
"238","Turkic","Önsöz",1,5,"Turkish",0.000561167227833895,4,5
"239","Turkic","i̇nsanlı",1,8,"Turkish",0.000561167227833895,1,5
"240","Turkic","ailesinin",1,9,"Turkish",0.000561167227833895,4,5
"241","Turkic","üyelerinde",1,10,"Turkish",0.000561167227833895,3,5
"242","Turkic","haysiyetin",1,10,"Turkish",0.000561167227833895,2,5
"243","Turkic","bunlar",1,6,"Turkish",0.000561167227833895,8,5
"244","Turkic","devir",1,5,"Turkish",0.000561167227833895,10,5
"245","Turkic","kabul",1,5,"Turkish",0.000561167227833895,4,5
"246","Turkic","etmez",1,5,"Turkish",0.000561167227833895,5,5
"247","Turkic","nın",1,3,"Turkish",0.000561167227833895,10,5
"248","Turkic","nmas",1,4,"Turkish",0.000561167227833895,3,5
"249","Turkic","hususunun",1,9,"Turkish",0.000561167227833895,2,5
"250","Turkic","ürriyetin",1,9,"Turkish",0.000561167227833895,11,5
"251","Turkic","adaletin",1,8,"Turkish",0.000561167227833895,4,5
"252","Turkic","ünya",1,4,"Turkish",0.000561167227833895,7,5
"253","Turkic","barışının",1,9,"Turkish",0.000561167227833895,3,5
"254","Turkic","temeli",1,6,"Turkish",0.000561167227833895,7,5
"255","Turkic","nmamas",1,6,"Turkish",0.000561167227833895,7,5
"256","Turkic","hor",1,3,"Turkish",0.000561167227833895,6,5
"257","Turkic","örülmesinin",1,11,"Turkish",0.000561167227833895,2,5
"258","Turkic","insanl",1,6,"Turkish",0.000561167227833895,5,5
